1,Item,,Description,Qty Now,Qty Coming in 7 Days,Qty Coming in 30 Days,,,,Cat 15-16,,Cat 16-17,,
16199,CM-BN6196GY-3A,,"Nesting Bench & Ottoman, Gray Flannetelle (3A) (17-P883)",,,,,,841403118844,883,,DSC,,D
16201,CM-BN6198,,Shoe Cabinet w/Brown PU (16-P810),,,,,,847289000297,DSC,,.,,D
16202,CM-BN6199BL,,"Bench, Blue (17-P873)",104,,,,,847289094654,873,,DSC,,D
16203,CM-BN6199BR,,Bench w/Brown PU (16-P793),,,,,,847289094678,DSC,,.,,D
16204,CM-BN6199GR,,Bench w/Green flax fabric (15-P677),,,,,,847289094630,.,,.,,D
16205,CM-BN6199GY,,Bench w/Gray PU (16-P793),,,,,,847289094685,DSC,,.,,D
16206,CM-BN6199IV,,"Bench, Ivory (17-P873)",,,,,,847289094623,873,,DSC,,D
16207,CM-BN6199WH,,Bench w/White PU (16-P793),,,,,,847289094661,DSC,,.,,D
16208,CM-BN6199YW,,"Bench, Yellow (17-P873)",,,,,,847289094647,873,,DSC,,D
16209,CM-BN6201BR,,"Bench in brown finnelette#600-3B, espresso finish (16-P794)",76,,,,,841403116697,DSC,,.,,D
16210,CM-BN6201GR,,"Bench in green flannelette#600-5, espresso finish(16-P794)",56,,,,,841403116680,DSC,,.,,D
16211,CM-BN6202BK,,"Bench in black flannelette, clear acrylic finish (16-P794)",52,,,,,841403116727,DSC,,.,,D
16212,CM-BN6202BL,,"Bench in blue flannelette, clear acrylic finish (16-P794)",51,,,,,841403116734,DSC,,.,,D
16213,CM-BN6202BR,,"Bench in brown flannelette, clear acrylic finish (16-P794)",78,,,,,841403116703,DSC,,.,,D
16214,CM-BN6202GY,,"Bench in gray flannelette, clear acrylic finish (16-P794)",,,,,,841403116710,DSC,,.,,D
16215,CM-BN6210,,OTTOMAN W.FLIP TOP TRAY/CUSHIONS (16-P812),,,,,,847289014416,DSC,,.,,D
16216,CM-BN6220,,BENCH (16-P801),,,,,,847289014423,DSC,,.,,D
16221,CM-BN6224BG-1,,"Loveseat Chair Back, Beige color fabric (16-P789)",,,,,,847289096474,DSC,,.,,D
16222,CM-BN6224BG-2,,"Loveseat Chair Cushion, Beige color fabric (16-P789)",,,,,,847289098249,DSC,,.,,D
16224,CM-BN6224GY-1,,"Loveseat Chair Back, Gray color fabric (16-P789)",,,,,,847289096481,DSC,,.,,D
16225,CM-BN6224GY-2,,"Loveseat Chair Cushion, Gray color fabric (16-P789)",,,,,,847289098256,DSC,,.,,D
16227,CM-BN6224TL-1,,"Loveseat Chair Back, Dark Teal color fabric (16-P789)",,,,,,847289096498,DSC,,.,,D
16228,CM-BN6224TL-2,,"Loveseat Chair Cushion, Dark Teal color fabric (16-P789)",,,,,,847289098263,DSC,,.,,D
16229,CM-BN6225BG,,"Loveseat Chair w/ Beige Color Fabric, Included 2Pcs Pillow (16-P788)",,,,,,847289096504,DSC,,.,,D
16230,CM-BN6225GY,,"Loveseat Chair w/ Gray Color Fabric, Included 2Pcs Pillow (16-P788)",,,,,,847289096511,DSC,,.,,D
16231,CM-BN6225TL,,"Loveseat Chair w/ Dark Teal Color Fabric, Included 2Pcs Pillow (16-P788)",,,,,,847289096528,DSC,,.,,D
16236,CM-BN6248,,Ottoman (17-P525),,,,,,847289095903,525,,DSC,,D
16237,CM-BN6250,,Bench (17-P880),,,,,,841403115249,880,,DSC,,D
16238,CM-BN6254,,Bench (17-P879),40,,,,,841403101983,879,,DSC,,D
16239,CM-BN6255,,Bench (17-P879),44,,,,,841403101990,879,,DSC,,D
16240,CM-BN6256,,Bench (17-P878),,,,,,841403102003,878,,DSC,,D
16241,CM-BN6257,,Bench (17-P878),,,,,,841403102010,878,,DSC,,D
16242,CM-BN6258,,Bench (17-P878),,,,,,841403102027,878,,DSC,,D
16243,CM-BN6259,,Bench (17-P878),,,,,,841403102034,878,,DSC,,D
16244,CM-BN6272BG,,"Storage bench in beige finish, linen#SH2218C-113(16-P807)",,,,,,841403116789,DSC,,.,,D
16245,CM-BN6272GY,,"Storage bench in gray finish, linen#SH2218C-B02(16-P807)",,,,,,841403116802,DSC,,.,,D
16246,CM-BN6272TL,,"Storage bench in dark teal finish, linen#SH2218C-63(16-P807)",,,,,,841403116796,DSC,,.,,D
16247,CM-BN6277BG,,"Love Seat Bench, Beige (17-P869)",,,,,,841403116949,869,,DSC,,D
16248,CM-BN6277GR,,"Love Seat Bench, Green (17-P869)",,,,,,841403116956,869,,DSC,,D
16249,CM-BN6277GY,,"Love Seat Bench, Gray (17-P869)",,,,,,841403116963,869,,DSC,,D
16250,CM-BN6277TL,,"Love Seat Bench, Teal (17-P869)",,,,,,841403116932,869,,DSC,,D
16251,CM-BN6290BL,,"Ottoman, Blue (17-P264)",,,,,,841403116901,264,,DSC,,D
16252,CM-BN6290GY,,"Ottoman, Gray (17-P264)",,,,,,841403116888,264,,DSC,,D
16253,CM-BN6290OR,,"Ottoman, Orange (17-P264)",,,,,,841403116871,264,,DSC,,D
16254,CM-BN6290RD,,"Ottoman, Red (17-P264)",,,,,,841403116895,264,,DSC,,D
16256,CM-BN6295,,"Bench, Silver Finish (15-P679)",,,,,,847289002413,.,,.,,D
16258,CM-BN6301,,Storage Bench w/ Baskets (17-P881),,,,,,847289058915,881,,DSC,,D
16259,CM-BN6302,,Storage Bench w/ 2 Drawers (17-P881),,,,,,847289058922,881,,DSC,,D
16273,CM-BN6409BK-L,,"Large Bench, Black (17-P876)",,,,,,841403147905,876,,DSC,,D
16274,CM-BN6409BK-S,,"Small Bench, Black (17-P876)",6,,,,,841403147936,876,,DSC,,D
16275,CM-BN6409GY-L,,"Large Bench, Grey (17-P876)",,,,,,841403147882,876,,DSC,,D
16276,CM-BN6409GY-S,,"Small Bench, Gray (17-P876)",,,,,,841403147912,876,,DSC,,D
16277,CM-BN6409WH-L,,"Large Bench, White (17-P876)",,,,,,841403147899,876,,DSC,,D
16278,CM-BN6409WH-S,,"Small Bench, White (17-P876)",,,,,,841403147929,876,,DSC,,D
16279,CM-BN6410BK-L,,"Large Bench, Black (17-P876)",,,,,,841403147844,876,,DSC,,D
16280,CM-BN6410BK-S,,"Small Bench, Black (17-P876)",13,,,,,841403147875,876,,DSC,,D
16281,CM-BN6410GY-L,,"Large Bench, Gray (17-P876)",,,,,,841403147820,876,,DSC,,D
16282,CM-BN6410GY-S,,"Small Bench, Gray (17-P876)",,,,,,841403147851,876,,DSC,,D
16283,CM-BN6410WH-L,,"Large Bench, White (17-P876)",,,,,,841403147837,876,,DSC,,D
16284,CM-BN6410WH-S,,"Small Bench, White (17-P876)",,,,,,841403147868,876,,DSC,,D
16285,CM-BN6419,,"SIERRA VISTA BENCH IN FABRIC# 7185, EXPRESSO FINISH (16-P792)",,,,,,847289046929,DSC,,.,,D
16295,CM-BN6608,,"FAIRMONT BENCH WITH FLAX FABRIC#529-5 (CAL FOAM), EXPRESSO FINISH (15-P679)",,,,,,847289047001,.,,.,,D
16297,CM-BN6621,,BENCH (15-P681),,,,,,847289014454,.,,.,,D
16298,CM-BN6660,,Bench (17-P880),,,,,,841403147134,880,,DSC,,D
16299,CM-BN6663,,BENCH (16-P801),,,,,,847289014461,DSC,,.,,D
16303,CM-BN6704BR,,"Bench, Brown (17-P873)",10,,,,,841403147790,873,,DSC,,D
16304,CM-BN6704GY,,"Bench, Gray (17-P873)",,,,,,841403147806,873,,DSC,,D
16305,CM-BN6704TL,,"Bench, Teal (17-P873)",,,,,,841403147813,873,,DSC,,D
16306,CM-BN6711,,"RUE BENCH W/TRAY & 2 OTTOMANS, BLACK & IVORY FINISH (16-P813)",,,,,,847289060482,DSC,,.,,D
16307,CM-BN6713,,"RUTI TABLE W/4 OTTOMANS, BLACK & WHITE FINISH",,,,,,11397,.,,.,,D
16308,CM-BN6713-1,,Glass Table Top (15-P672),,,,,,847289060505,.,,.,,D
16309,CM-BN6713-2,,Base Frame & 4 Ottomans (15-P672),7,,,,,847289059554,.,,.,,D
16310,CM-BN6713-PK,,"RUTI TABLE W/4 OTTOMANS, BLACK & WHITE FINISH (15-P672)",,,,,,11400,.,,.,,D
16311,CM-BN6794IV-L,,"Large Bench, Ivory (17-P144)",,,,,,847289091684,144,,DSC,,D
16312,CM-BN6794IV-S,,"Small Bench, Ivory (17-P144)",,,,,,847289091691,144,,DSC,,D
16313,CM-BN6794LB-L,,"Large Bench, Gray (17-P144)",,,,,,847289091721,144,,DSC,,D
16314,CM-BN6794LB-S,,"Small Bench, Gray (17-P144)",,,,,,847289091738,144,,DSC,,D
16315,CM-BN6795BK-L,,Big bench in Black finish w/crocodile (16-P793),10,,,,,847289094173,DSC,,.,,D
16316,CM-BN6795BK-S,,Small bench in Black finish w/crocodile (16-P793),17,,,,,847289094180,DSC,,.,,D
16317,CM-BN6795BR-L,,Big bench in Brown finish w/crocodile (16-P793),35,,,,,847289091660,DSC,,.,,D
16318,CM-BN6795BR-S,,Small bench in Brown finish w/crocodile (16-P793),25,,,,,847289091677,DSC,,.,,D
16319,CM-BN6795WH-L,,Big bench in pearl white finish w/ crocodile (16-P793),29,,,,,847289091707,DSC,,.,,D
16320,CM-BN6795WH-S,,Small bench in pearl white finish w/ crocodile (16-P793),29,,,,,847289091714,DSC,,.,,D
16321,CM-BN6796BK-L,,"Big bench in black finish, crocodile PU (16-P796)",32,,,,,847289094111,DSC,,.,,D
16322,CM-BN6796BK-S,,"Small bench in black finish, crocodile PU (16-P796)",47,,,,,847289094128,DSC,,.,,D
16323,CM-BN6796BL-L,,"Large Bench, Blue (17-P142)",15,,,,,847289094012,142,,DSC,,D
16324,CM-BN6796BL-S,,"Small Bench, Blue (17-P142)",,,,,,847289094029,142,,DSC,,D
16325,CM-BN6796BR-L,,"Big bench in brown finish, crocodile PU (16-P796)",12,,,,,847289094135,DSC,,.,,D
16326,CM-BN6796BR-S,,"Small bench in brown finish, crocodile PU (16-P796)",25,,,,,847289094142,DSC,,.,,D
16327,CM-BN6796GR-L,,"Large Bench, Green (17-P142)",25,,,,,847289094036,142,,DSC,,D
16328,CM-BN6796GR-S,,"Small Bench, Green (17-P142)",8,,,,,847289094043,142,,DSC,,D
16329,CM-BN6796GY-L,,"Large Bench, Gray (17-P142)",,,,,,847289094050,142,,DSC,,D
16330,CM-BN6796GY-S,,"Small Bench, Gray (17-P142)",,,,,,847289094067,142,,DSC,,D
16331,CM-BN6796IV-L,,"Large Bench, Ivory (17-P142)",,,,,,847289094074,142,,DSC,,D
16332,CM-BN6796IV-S,,"Small Bench, Ivory (17-P142)",,,,,,847289094081,142,,DSC,,D
16333,CM-BN6796PR-L,,"Large Bench, Purple (17-P142)",,,,,,847289094098,142,,DSC,,D
16334,CM-BN6796PR-S,,"Small Bench, Purple (17-P142)",,,,,,847289094104,142,,DSC,,D
16335,CM-BN6796WH-L,,"Big bench in pearl white finish, crocodile PU (16-P796)",22,,,,,847289094159,DSC,,.,,D
16336,CM-BN6796WH-S,,"Small bench in pearl white finish, crocodile PU (16-P796)",23,,,,,847289094166,DSC,,.,,D
16337,CM-BN6880BG-L,,"Large Bench, Beige (17-P143)",,,,,,841403101877,143,,DSC,,D
16338,CM-BN6880BG-S,,"Small Bench, Beige (17-P143)",,,,,,847289091622,143,,DSC,,D
16339,CM-BN6880BL-L,,"Large Bench, Blue (17-P143)",,,,,,847289091639,143,,DSC,,D
16340,CM-BN6880BL-S,,"Small Bench, Blue (17-P143)",,,,,,841403101884,143,,DSC,,D
16341,CM-BN6880BR-L,,"Large Bench, Brown (17-P143)",,,,,,841403101891,143,,DSC,,D
16342,CM-BN6880BR-S,,"Small Bench, Brown (17-P143)",18,,,,,847289091547,143,,DSC,,D
16343,CM-BN6880GR-L,,"Large Bench, Green (17-P143)",6,,,,,847289091554,143,,DSC,,D
16344,CM-BN6880GR-S,,"Small Bench, Green (17-P143)",,,,,,841403101907,143,,DSC,,D
16345,CM-BN6880GY-L,,"Large Bench, Gray (17-P143)",,,,,,841403101914,143,,DSC,,D
16346,CM-BN6880GY-S,,"Small Bench, Gray (17-P143)",,,,,,847289091561,143,,DSC,,D
16347,CM-BN6880PR-L,,"Large Bench, Purple (17-P143)",12,,,,,847289091578,143,,DSC,,D
16348,CM-BN6880PR-S,,"Small Bench, Purple (17-P143)",18,,,,,841403101921,143,,DSC,,D
16349,CM-BN6880TL-L,,"Large Bench, Dark Teal (17-P143)",33,,,,,841403101938,143,,DSC,,D
16350,CM-BN6880TL-S,,"Small Bench, Dark Teal (17-P143)",,,,,,847289092544,143,,DSC,,D
16351,CM-BN6883BK-L,,"Large Bench, Black (17-P145)",46,,,,,841403110138,145,,DSC,,D
16352,CM-BN6883BK-S,,"Small Bench, Black (17-P145)",21,,,,,841403110145,145,,DSC,,D
16353,CM-BN6883IV-L,,"Large Bench, Ivory (17-P145)",10,,,,,841403110091,145,,DSC,,D
16354,CM-BN6883IV-S,,"Small Bench, Ivory (17-P145)",,,,,,841403110107,145,,DSC,,D
16355,CM-BN6883PK-L,,"Large Bench, Pink (17-P145)",34,,,,,841403110053,145,,DSC,,D
16356,CM-BN6883PK-S,,"Small Bench, Pink (17-P145)",,,,,,841403110060,145,,DSC,,D
16359,CM-BN6910BK,,"Bench w/ Chrome Legs, Black (16-P802)",,,,,,841403116062,DSC,,.,,D
16360,CM-BN6910GL-BK,,"BENCH W/ CHAMPAGNE LEGS, BLACK (17-P877)",,,,,,841403133403,877,,DSC,,D
16361,CM-BN6910GL-WH,,"BENCH W/ CHAMPAGNE LEGS, WHITE (17-P877)",,,,,,841403133410,877,,DSC,,D
16362,CM-BN6910WH,,"Bench w/ Chrome Legs, White (16-P802)",,,,,,841403116079,DSC,,.,,D
16363,CM-BN6911BK,,"Bench in black finish, PVC cushion (16-P803)",,,,,,841403116048,DSC,,.,,D
16364,CM-BN6911WH,,"Bench in white finish, PVC cushion (16-P803)",,,,,,841403116055,DSC,,.,,D
16365,CM-BN6912BK-L,,"Large Bench, Black (17-P877)",10,,,,,841403115560,877,,DSC,,D
16366,CM-BN6912BK-S,,"Small Bench, Black (17-P877)",,,,,,841403115577,877,,DSC,,D
16367,CM-BN6912WH-L,,"Large Bench, White (17-P877)",,,,,,841403115584,877,,DSC,,D
16368,CM-BN6912WH-S,,"Small Bench, White (17-P877)",,,,,,841403115591,877,,DSC,,D
16369,CM-BN6913BK,,"Bench, Black (17-P877)",,,,,,841403115607,877,,DSC,,D
16370,CM-BN6913WH,,"Bench, White (17-P877)",,,,,,841403115614,877,,DSC,,D
16371,CM-BN6914BK,,"Bench in black finish, crocodile PU#YCM-226BK (16-P802)",29,,,,,841403115621,DSC,,.,,D
16372,CM-BN6914WH,,"Bench in white finish, crocodile PU#YCM-226WH (16-P802)",,,,,,841403115638,DSC,,.,,D
16379,CM-BR6151BK,,Bar chair in black finish(16-P450),25,,,,,841403117502,DSC,,.,,D
16380,CM-BR6151WH,,Bar chair in white finish(16-P450),,,,,,841403117519,DSC,,.,,D
16385,CM-BR6153BK,,Bar chair in black finish,,,,,,841403117588,DSC,,.,,D
16386,CM-BR6153GY,,Bar chair in gray finish(16-P450),,,,,,841403117571,DSC,,.,,D
16387,CM-BR6153RD,,Bar chair in red finish(16-P450),,,,,,841403117564,DSC,,.,,D
16388,CM-BR6154BK,,Bar chair in black finish(16-P453),,,,,,841403117601,DSC,,.,,D
16389,CM-BR6154WH,,Bar chair in white finish(16-P453),,,,,,841403117595,DSC,,.,,D
16390,CM-BR6161L-BR-2PK,,"High Back Bar Chair, Brown (2/CTN) (17-P477)",88,,,,,841403107886,477,,DSC,,D
16391,CM-BR6161L-CR-2PK,,"High Back Bar Chair, Clear (2/CTN) (17-P477)",,,,,,841403107893,477,,DSC,,D
16392,CM-BR6161L-RD-2PK,,"High Back Bar Chair, Red (2/CTN) (17-P477)",11,,,,,841403107879,477,,DSC,,D
16393,CM-BR6161S-BR-2PK,,"Low Back Bar Chair, Brown (2/CTN) (17-P477)",136,,,,,841403107855,477,,DSC,,D
16394,CM-BR6161S-CR-2PK,,"Low Back Bar Chair, Clear (2/CTN) (17-P477)",,,,,,841403107862,477,,DSC,,D
16395,CM-BR6161S-RD-2PK,,"Low Back Bar Chair, Red (2/CTN) (17-P477)",65,,,,,841403107848,477,,DSC,,D
16396,CM-BR6227BK,,Black PU Bar Stool (16-P451),,,,,,847289000747,DSC,,.,,D
16397,CM-BR6227CL,,Camel PU Bar Stool (16-P451),,,,,,847289000754,DSC,,.,,D
16398,CM-BR6227GY,,Gray PU Bar Stool (16-P451),,,,,,847289000778,DSC,,.,,D
16399,CM-BR6227RD,,Red PU Bar Stool (16-P451),,,,,,847289000761,DSC,,.,,D
16400,CM-BR6231BK,,Bar Chair W/ Black color (15-P642),,,,,,847289001249,.,,.,,D
16401,CM-BR6231CL,,Bar Chair w/ Camel & Black Color (15-P642),,,,,,847289001263,.,,.,,D
16402,CM-BR6231GY,,Bar Chair W/ Gray & Black color (15-P642),,,,,,847289001256,.,,.,,D
16403,CM-BR6231RD,,Bar Chair w/ Red & Black Color (15-P642),,,,,,847289001270,.,,.,,D
16404,CM-BR6231WH,,Bar Chair w/ White & Black Color (15-P642),,,,,,847289001232,.,,.,,D
16410,CM-BR6237BK,,Bar Chair with Black PU (15-P640),,,,,,847289094357,.,,.,,D
16411,CM-BR6237BR,,Bar Chair with Bezoar brown PU (15-P640),,,,,,847289094371,.,,.,,D
16412,CM-BR6237CL,,Bar Chair with Camel PU (15-P640),,,,,,847289094364,.,,.,,D
16413,CM-BR6240-24,,"24"" Swivel Bar Stool, Antique Black (17-P471)",,,,,,847289094494,DSC,,.,,D
16414,CM-BR6240-29,,"29"" Swivel Bar Stool, Antique Black (17-P471)",,,,,,847289094500,DSC,,.,,D
16415,CM-BR6241-24,,"24"" Swivel Bar Stool, Espresso (17-P471)",,,,,,847289094517,DSC,,.,,D
16416,CM-BR6241-29,,"29"" Swivel Bar Stool, Espresso (17-P471)",,,,,,847289094524,DSC,,.,,D
16423,CM-BR6245-24,,"24"" Swivel Bar Stool, Espresso (17-P471)",,,,,,847289094593,471,,DSC,,D
16424,CM-BR6245-29,,"29"" Swivel Bar Stool, Espresso (17-P471)",,,,,,847289094609,471,,DSC,,D
16425,CM-BR6246BL-2PK,,Bar Chair w/Blue flax fabric (16-P462),,,,,,847289090274,DSC,,.,,D
16426,CM-BR6246GR-2PK,,Bar Chair w/Green flax fabric (16-P462),,,,,,847289090281,DSC,,.,,D
16427,CM-BR6246IV-2PK,,Bar Chair w/Ivory flax fabric (16-P462),,,,,,847289090267,DSC,,.,,D
16428,CM-BR6250A-H,,"High Bamboo Seat Barstool, Oak Finish (15-P641)",,,,,,847289094876,.,,.,,D
16429,CM-BR6250A-L,,"Low Bamboo Seat Bar Stool, Oak Finish (15-P641)",,,,,,847289094883,.,,.,,D
16430,CM-BR6250DK-H,,"High Bamboo Seat Barstool, Dark Brown Finish (15-P641)",25,,,,,847289094852,.,,.,,D
16431,CM-BR6250DK-L,,"Low Bamboo Seat Barstooll, Dark Brown Finish (15-P641)",6,,,,,847289094869,.,,.,,D
16446,CM-BR6253BL,,Bar Stool w/Blue Color Flax Fabric (15-P640),,,,,,847289000471,.,,.,,D
16447,CM-BR6253GR,,Bar Stool w/Green Color Flax Fabric (15-P640),,,,,,847289000488,.,,.,,D
16448,CM-BR6253IV,,Bar Stool W/Ivory Color Flax fabric (15-P640),,,,,,847289001294,.,,.,,D
16449,CM-BR6253YW,,Bar Stool W/Yellow Color Flax fabric (15-P640),,,,,,847289001300,.,,.,,D
16450,CM-BR6320,,Bar Stool (17-P472),,,,,,841403118240,472,,DSC,,D
16451,CM-BR6321,,Bar Stool (17-P472),,,,,,841403118271,472,,DSC,,D
16452,CM-BR6322-24-2PK,,"24"" Bar Chair (2/CTN) (17-P472)",20,,,,,841403118301,472,,DSC,,D
16453,CM-BR6322-29-2PK,,"29"" Bar Chair (2/CTN) (17-P472)",37,,,,,841403118332,472,,DSC,,D
16454,CM-BR6420AG,,ABS Bar stool with Apple green PU (15-P644),13,,,,,847289078036,.,,.,,D
16455,CM-BR6420BK,,ABS Bar stool with Black PU (15-P644),,,,,,847289077992,.,,.,,D
16456,CM-BR6420GY,,ABS Bar stool with Gray PU (15-P644),,,,,,847289078029,.,,.,,D
16457,CM-BR6420RD,,ABS Bar stool with Red PU (15-P644),,,,,,847289078012,.,,.,,D
16458,CM-BR6420WH,,ABS Bar stool with White PU (15-P644),,,,,,847289078005,.,,.,,D
16464,CM-BR6844-24,,"24"" Bar Stool (17-P472)",,,,,,841403133717,472,,DSC,,D
16465,CM-BR6844-29,,"29"" Bar Stool (17-P472)",,,,,,841403133724,472,,DSC,,D
16466,CM-BR6881,,Bar stool with white and black PU (15-P646),,,,,,847289072409,.,,.,,D
16467,CM-BR6882BK,,"Bar stool with Black PU, Cal foam (15-P646)",,,,,,847289071952,.,,.,,D
16468,CM-BR6882WH,,"Bar stool with white PU, Cal foam (15-P646)",20,,,,,847289071945,.,,.,,D
16469,CM-BR6886BL-2PK,,30 Blue Steel Stool (15-P647),,,,,,847289072454,.,,.,,D
16470,CM-BR6886GY-2PK,,30 Gray Steel Stool (15-P647),,,,,,847289072461,.,,.,,D
16471,CM-BR6886RD-2PK,,30 Red Steel Stool (15-P647),7,,,,,847289072430,.,,.,,D
16472,CM-BR6886WH-2PK,,30 White Steel Stool (15-P647),,,,,,847289072447,.,,.,,D
16473,CM-BR6887,,Bar stool with Black PU (15-P643),,,,,,847289072478,.,,.,,D
16474,CM-BR6887CL,,Bar stool with Camel PU (15-P643),,,,,,847289004097,.,,.,,D
16475,CM-BR6887DB,,Bar stool with Dark Brown PU (15-P643),,,,,,847289004103,.,,.,,D
16476,CM-BR6889BK-2PK,,"BAR STOOL, BLACK (2/CTN) (18-P523)",50,,,,,847289072539,477,,523,,D
16477,CM-BR6889GR-2PK,,Bar stool w/Green PU - Cal foam (15-P647),,,,,,847289072546,.,,.,,D
16478,CM-BR6889RD-2PK,,Bar stool w/Red PU - Cal foam (15-P647),,,,,,847289072553,.,,.,,D
16479,CM-BR6889WH-2PK,,Bar stool w/White PU - Cal foam (15-P647),,,,,,847289072560,.,,.,,D
16483,CM-BR6903BW-2PK,,ABS BAR STOOL IN BLACK AND WHITE COLOR (2/CTN) (15-P645),,,,,,847289044260,.,,.,,D
16484,CM-BR6903GW-2PK,,ABS BAR STOOL IN GREEN AND WHITE COLOR (2/CTN) (15-P645),9,,,,,847289044277,.,,.,,D
16485,CM-BR6904BK,,"Bar Stool, Black (17-P475)",,,,,,847289044284,475,,DSC,,D
16486,CM-BR6904CL,,Komoe Bar stool w/Camel PU (15-P642),,,,,,847289002581,.,,.,,D
16487,CM-BR6904DB,,Komoe Bar stool w/Dark Brown PU (15-P642),,,,,,847289002598,.,,.,,D
16490,CM-BR6905CL,,Passore Bar stool Camel PU (15-P643),,,,,,847289002604,.,,.,,D
16491,CM-BR6905DB,,Passore Bar stool Dark Brown PU (15-P643),,,,,,847289002611,.,,.,,D
16499,CM-BR6913BK-2PK,,BLACK BAS BAR STOOL (15-P646),,,,,,847289057017,.,,.,,D
16500,CM-BR6913WH-2PK,,WHITE BAS BAR STOOL (15-P646),27,,,,,847289057000,.,,.,,D
16501,CM-BR6916BK-2PK,,BLACK MESH BAR STOOL (15-P647),,,,,,847289057116,.,,.,,D
16502,CM-BR6916RD-2PK,,RED MESH BAR STOOL (15-P647),16,,,,,847289057093,.,,.,,D
16503,CM-BR6916WH-2PK,,WHITE MESH BAR STOOL (15-P647),,,,,,847289057109,.,,.,,D
16512,CM-BR6918BK,,"Bar Stool, Black (17-P475)",,,,,,847289072003,475,,DSC,,D
16513,CM-BR6918GY,,"Bar Stool, Gray (17-P475)",,,,,,847289072010,475,,DSC,,D
16514,CM-BR6918RD,,Bar Stool with Red PU - Cal foam (15-P644),,,,,,847289071990,.,,.,,D
16515,CM-BR6918WH,,Bar Stool with white PU - Cal foam (15-P644),,,,,,847289071983,.,,.,,D
16516,CM-BR6919BK,,"Bar stool with Black PU, Cal foam (15-P643)",,,,,,847289072027,.,,.,,D
16517,CM-BR6919CL,,Bar Stool with Camel PU (15-P643),,,,,,847289001188,.,,.,,D
16518,CM-BR6919DB,,Bar Stool with Dark Brown PU (15-P643),,,,,,847289001195,.,,.,,D
16519,CM-BR6919WH,,"Bar stool with White PU, Cal foam (15-P643)",,,,,,847289072034,.,,.,,D
16520,CM-BR8334,,"Barstool, gunmetal (17-P465)",,,,,,841403125101,465,,DSC,,D
16523,CM-BT6161,,Bar Table (17-P477),,,,,,841403107831,477,,DSC,,D
16524,CM-BT6249A-3PK,,"2+1 bar Table set w/ Bamboo Top (1BT+2BC), Light Oak Finish (15-P641)",,,,,,847289094890,.,,.,,D
16525,CM-BT6249DK-3PK,,"2+1 Bar Table Set w/Bamboo Top (1BT+2BC)l, Dark Brown Finish (15-P641)",7,,,,,847289094906,.,,.,,D
16528,CM-BT6908,,BAR TABLE WITH BLACK PVC (15-P643),,,,,,847289044369,.,,.,,D
16529,CM-BT6909,,ABS BAR TABLE IN WHITE AND BLACK COLOR (15-P645),,,,,,847289044376,.,,.,,D
16530,CM-BT6914BK,,"ABS BAR TABLE, BLACK FINISH (16-P452)",,,,,,847289057024,DSC,,.,,D
16531,CM-BT6914WH,,"ABS BAR TABLE, WHITE FINISH (16-P452)",,,,,,847289057048,DSC,,.,,D
16534,CM-BT8334,,Bar Table (17-P465),,,,,,841403125095,465,,DSC,,D
16550,CM-CE2036BG,,Chaise chair with ivory fret pattern fabric(16-P791),,,,,,841403117809,DSC,,.,,D
16551,CM-CE2036WT,,Chaise chair wth world traveler fabric(16-P791),,,,,,841403117816,DSC,,.,,D
16554,CM-CE2185TL,,"Chaise in dark teal finish, fabric#SH2218C-63 (16-P790)",,,,,,841403116574,DSC,,.,,D
16555,CM-CE2676BR,,"Chaise Chair With Audio Speaker & Bluebooth Function, Dark Brown (15-P628)",,,,,,847289090823,.,,.,,D
16556,CM-CE2676GY,,"Chaise Chair With Audio Speaker & Bluetooth Finction, Gray finish (15-P628)",,,,,,847289090816,.,,.,,D
16557,CM-CE2680WT,,"Chaise Chair, White signature finish (15-P622)",,,,,,847289090892,.,,.,,D
16561,CM-CR137-1,,"Curio, Glass, Cappuccino Finish (16-P459)",,,,,,847289096719,DSC,,.,,D
16562,CM-CR137-2,,"Curio, Wood Frame, Cappuccino Finish (16-P459)",,,,,,847289096726,DSC,,.,,D
16575,CM-DK6000,,ERICKA ACCENT DESK (15-P658),,,,,,847289037910,.,,.,,D
16582,CM-DK6030,,AGATHA CONSOLE TABLE / COMPUTER DESK IN  ESPRESSO FINISH (15-P658),,,,,,847289014614,.,,.,,D
16583,CM-DK6035,,Writing Desk (17-P931),38,,,,,841403109255,931,,DSC,,D
16584,CM-DK6050-CH,,MERIDEN VANITY TABLE W/STOOL IN CHERRY FINISH (15-P667),,,,,,847289060529,.,,.,,D
16585,CM-DK6050-WH,,MERIDEN VANITY TABLE W/STOOL IN WHITE FINISH (15-P667),,,,,,847289060536,.,,.,,D
16586,CM-DK6051CH,,Vanity set w/stool in Cherry color (15-P667),,,,,,847289063971,.,,.,,D
16587,CM-DK6051EX,,Vanity set w/stool in Expresso color (15-P667),,,,,,847289063988,.,,.,,D
16588,CM-DK6051WH,,Vanity set w/stool in White color (15-P667),,,,,,847289063995,.,,.,,D
16595,CM-DK6090BK,,"Desk, Black (17-P932)",33,,,,,841403154255,932,,DSC,,D
16596,CM-DK6090BR,,"Desk, Brown (17-P932)",33,,,,,841403154262,932,,DSC,,D
16597,CM-DK6091,,Computer Desk (17-P933),15,,,,,841403147097,933,,DSC,,D
