1,Item,Page 17-18,Categories,Product Type,Feature,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
6484,CM6268RD-SET,619,Living,Sectional,,"CM6268RD-1, CM6268RD-2","Sectional, Mahogany Red","Furniture of America PEEVER Contemporary Sectional, Mahogany Red",,2,0,0,0,51.6,221.1,"104""L X 82""W X 33""H",Contemporary,,,,0,PEEVER,CM6268RD.jpg,Mahogany Red,Contemporary Style,Button Tufted Cushions,Pillows Included,Leatherette,Available in 4 Colors,,,,,,"Whether having friends over to watch a movie or lounging around after work, this corner sofa will be a great addition to your living room. Upholstered in leatherette, there are four color options to choose from to match any home. - -"
6487,CM6268WH-SET,619,Living,Sectional,,"CM6268WH-1, CM6268WH-2","Sectional, White","Furniture of America PEEVER Contemporary Sectional, White",,2,76.3,32.5,19.5,51.6,221.1,"104""L X 82""W X 33""H",Contemporary,,,,0,PEEVER,CM6268WH.jpg,White,Contemporary Style,Button Tufted Cushions,Pillows Included,Leatherette,Available in 4 Colors,,,,,,"Whether having friends over to watch a movie or lounging around after work, this corner sofa will be a great addition to your living room. Upholstered in leatherette, there are four color options to choose from to match any home. - -"
6488,CM6321BK-CH,620,Living,Chair,,,"Chair, Black","Furniture of America HATTON Contemporary Chair, Black",CN,1,38.5,31.5,20,14,57.2,"35 1/2""L X 30 1/4""W X 33 1/2""H",Contemporary,,,,0,HATTON,CM6321BK.jpg,Black,Contemporary Style,Plush Cushions,Leatherette,Available in 2 Colors,,,,,,,"Casual and comfortable, this three piece contemporary leatherette living group features a full sofa, love seat, and chair. Available in 2 colors - -"
6489,CM6321BK-LV,620,Living,Love Seat,,,"Love Seat, Black","Furniture of America HATTON Contemporary Love Seat, Black",CN,1,55.5,31.5,20,20.2,70.4,"56 1/4""L X 30 1/4""W X 33 1/2""H",Contemporary,,,,0,HATTON,CM6321BK.jpg,Black,Contemporary Style,Plush Cushions,Leatherette,Available in 2 Colors,,,,,,,"Casual and comfortable, this three piece contemporary leatherette living group features a full sofa, love seat, and chair. Available in 2 colors - -"
6490,CM6321BK-SF,620,Living,Sofa,,,"Sofa, Black","Furniture of America HATTON Contemporary Sofa, Black",CN,1,76.5,31.5,20,27.9,90.2,"76 1/2""L X 30 1/4""W X 33 1/2""H",Contemporary,,,,0,HATTON,CM6321BK.jpg,Black,Contemporary Style,Plush Cushions,Leatherette,Available in 2 Colors,,,,,,,"Casual and comfortable, this three piece contemporary leatherette living group features a full sofa, love seat, and chair. Available in 2 colors - -"
6491,CM6321RD-CH,620,Living,Chair,,,"Chair, Red","Furniture of America HATTON Contemporary Chair, Red",CN,1,38.5,31.5,20,14,57.2,"35 1/2""L X 30 1/4""W X 33 1/2""H",Contemporary,,,,0,HATTON,CM6321RD.jpg,Mahogany Red,Contemporary Style,Plush Cushions,Leatherette,Available in 2 Colors,,,,,,,"Casual and comfortable, this three piece contemporary leatherette living group features a full sofa, love seat, and chair. Available in 2 colors - -"
6492,CM6321RD-LV,620,Living,Love Seat,,,"Love Seat, Red","Furniture of America HATTON Contemporary Love Seat, Red",CN,1,55.5,31.5,20,20.2,70.4,"56 1/4""L X 30 1/4""W X 33 1/2""H",Contemporary,,,,0,HATTON,CM6321RD.jpg,Mahogany Red,Contemporary Style,Plush Cushions,Leatherette,Available in 2 Colors,,,,,,,"Casual and comfortable, this three piece contemporary leatherette living group features a full sofa, love seat, and chair. Available in 2 colors - -"
6493,CM6321RD-SF,620,Living,Sofa,,,"Sofa, Red","Furniture of America HATTON Contemporary Sofa, Red",CN,1,76.5,31.5,20,27.9,90.2,"76 1/2""L X 30 1/4""W X 33 1/2""H",Contemporary,,,,0,HATTON,CM6321RD.jpg,Mahogany Red,Contemporary Style,Plush Cushions,Leatherette,Available in 2 Colors,,,,,,,"Casual and comfortable, this three piece contemporary leatherette living group features a full sofa, love seat, and chair. Available in 2 colors - -"
6494,CM4211-3PK,621,Living,Coffee Table,,,3 Pc. Table Set (Coffee + 2 End),Furniture of America Fremont Transitional 3 Pc. Table Set (Coffee + 2 End),CN,1,50.5,26.3,6.5,5,72.6,"48""L X 24""W X 17""H, 21""L X 23""W X 19""H",Transitional,"Faux Marble, Wood",,,0,Fremont,CM4211-3PK.jpg,Espresso,Transitional Style,"Solid Wood, Wood Veneer & Others",Faux Marble Table Top,Espresso Finish,,,,,,,Simple clean lines create a bold framework for faux marble table tops in this modern three piece set of tables. Finished in espresso. - -
6495,CM6485C,621,Living,Chair,,,Chair,Furniture of America Blacksburg Contemporary Chair,CN,1,44,35,16,14.3,69,"37 1/4""W X 33""D X 34 1/2""H",Contemporary,,,,0,Blacksburg,CM6485.jpg,Black,Contemporary Style,White Stitching,Leatherette,Black,,,,,,,"Casual and comfortable, this three piece contemporary leatherette living group features a full sofa, love seat and chair. Finished in deep black leatherette with contrasting, white stitching, this will bring not only comfort but also style to your ho me. -"
6496,CM6485L,621,Living,Love Seat,,,Love Seat,Furniture of America Blacksburg Contemporary Love Seat,CN,1,48,35,21,20.4,92,"59 3/4""W X 33""D X 34 1/2""H",Contemporary,,,,0,Blacksburg,CM6485.jpg,Black,Contemporary Style,White Stitching,Leatherette,Black,,,,,,,"Casual and comfortable, this three piece contemporary leatherette living group features a full sofa, love seat and chair. Finished in deep black leatherette with contrasting, white stitching, this will bring not only comfort but also style to your ho me. -"
6497,CM6485S,621,Living,Sofa,,,Sofa,Furniture of America Blacksburg Contemporary Sofa,CN,1,70,35,21,29.8,116,"82""W X 33""D X 34 1/2""H",Contemporary,,,,0,Blacksburg,CM6485.jpg,Black,Contemporary Style,White Stitching,Leatherette,Black,,,,,,,"Casual and comfortable, this three piece contemporary leatherette living group features a full sofa, love seat and chair. Finished in deep black leatherette with contrasting, white stitching, this will bring not only comfort but also style to your ho me. -"
6498,CM6831CH,621,Living,Chair,,,Chair,Furniture of America Bonsallo Contemporary Chair,CN,1,36.8,34.5,18.5,13.6,55,"38 1/2""L X 34""W X 33""H",Contemporary,,,,0,Bonsallo,CM6831.jpg,Black,Contemporary Style,Tufted Cushions,Bonded Leather Match,Black,,,,,,,"Simple, straight lines produce an elegant contemporary living room set. Comfort is the priority in the design of this upholstered sofa, love seat, and chair in black bonded leather match. - -"
6499,CM6831LV,621,Living,Love Seat,,,Love Seat,Furniture of America Bonsallo Contemporary Love Seat,CN,1,59,34.5,18.5,21.8,79.2,"58 1/2""L X 34""W X 33""H",Contemporary,,,,0,Bonsallo,CM6831.jpg,Black,Contemporary Style,Tufted Cushions,Bonded Leather Match,Black,,,,,,,"Simple, straight lines produce an elegant contemporary living room set. Comfort is the priority in the design of this upholstered sofa, love seat, and chair in black bonded leather match. - -"
6500,CM6831SF,621,Living,Sofa,,,Sofa,Furniture of America Bonsallo Contemporary Sofa,CN,1,81.5,34.5,18.5,30.1,101.2,"81 1/4""L X 34""W X 33""H",Contemporary,,,,0,Bonsallo,CM6831.jpg,Black,Contemporary Style,Tufted Cushions,Bonded Leather Match,Black,,,,,,,"Simple, straight lines produce an elegant contemporary living room set. Comfort is the priority in the design of this upholstered sofa, love seat, and chair in black bonded leather match. - -"
6504,CM6323-SET,622,Living,Sectional,,"CM6323-1, CM6323-2, CM6323-3",Sectional w/ Brown Fabric,Furniture of America MURDO Contemporary Sectional w/ Brown Fabric,,3,0,0,0,36.1,213.4,"86""L X 60""W X 29 1/2""H (Seat Ht: 17"", Seat Dp: 26 3/4"")",Contemporary,,"95% Polyester, 5% Other",,0,MURDO,CM6323.jpg,Brown,Contemporary Style,Plush Cushions,Pillows Included,Fabric,Brown,,,,,,Add a modern air to your living room décor with this stylish sectional. This provides many possible configurations that will assure a relaxing experience Fully upholstered in a comfortable fabric and comes with plush pillows to match. - -
6505,CM6598-C,622,Living,Chair,,,"Chair, Tan","Furniture of America Laverne Contemporary Chair, Tan",CN,1,50,23.5,14.5,9.9,55,"33""W X 34""D X 35""H",Contemporary,"Elephant Skin Microfiber, Leatherette",100% Polyester,"64% PVC, 32% Polyester, 4% Other",0,Laverne,CM6598.jpg,"Tan, Espresso",Contemporary Style,Elephant Skin Microfiber & Leatherette,Leatherette Arms,Available in 2 Colors,,,,,,,A two-tone style made from a combination of elephant skin microfiber and espresso leatherette gives this set an interesting look. Choose between chocolate or tan. - -
6506,CM6598DK-C,622,Living,Chair,,,"Chair, Chocolate","Furniture of America Laverne Contemporary Chair, Chocolate",CN,1,50,23.5,14.5,9.9,55,"33""W X 34""D X 35""H",Contemporary,"Elephant Skin Microfiber, Leatherette",100% Polyester,"64% PVC, 32% Polyester, 4% Other",0,Laverne,CM6598DK.jpg,"Chocolate, Espresso",Contemporary Style,Elephant Skin Microfiber & Leatherette,Leatherette Arms,Available in 2 Colors,,,,,,,A two-tone style made from a combination of elephant skin microfiber and espresso leatherette gives this set an interesting look. Choose between chocolate or tan. - -
6507,CM6598DK-L,622,Living,Love Seat,,,"Love Seat, Chocolate","Furniture of America Laverne Contemporary Love Seat, Chocolate",CN,1,46,40.5,14.5,15.6,79.2,"56""W X 34""D X 35""H",Contemporary,"Elephant Skin Microfiber, Leatherette",100% Polyester,"64% PVC, 32% Polyester, 4% Other",0,Laverne,CM6598DK.jpg,"Chocolate, Espresso",Contemporary Style,Elephant Skin Microfiber & Leatherette,Leatherette Arms,Available in 2 Colors,,,,,,,A two-tone style made from a combination of elephant skin microfiber and espresso leatherette gives this set an interesting look. Choose between chocolate or tan. - -
6508,CM6598DK-S,622,Living,Sofa,,,"Sofa, Chocolate","Furniture of America Laverne Contemporary Sofa, Chocolate",CN,1,69.5,41,14.5,23.9,101.2,"79""W X 34""D X 35""H",Contemporary,"Elephant Skin Microfiber, Leatherette",100% Polyester,"64% PVC, 32% Polyester, 4% Other",0,Laverne,CM6598DK.jpg,"Chocolate, Espresso",Contemporary Style,Elephant Skin Microfiber & Leatherette,Leatherette Arms,Available in 2 Colors,,,,,,,A two-tone style made from a combination of elephant skin microfiber and espresso leatherette gives this set an interesting look. Choose between chocolate or tan. - -
6509,CM6598-L,622,Living,Love Seat,,,"Love Seat, Tan","Furniture of America Laverne Contemporary Love Seat, Tan",CN,1,46,40.5,14.5,15.6,79.2,"56""W X 34""D X 35""H",Contemporary,"Elephant Skin Microfiber, Leatherette",100% Polyester,"64% PVC, 32% Polyester, 4% Other",0,Laverne,CM6598.jpg,"Tan, Espresso",Contemporary Style,Elephant Skin Microfiber & Leatherette,Leatherette Arms,Available in 2 Colors,,,,,,,A two-tone style made from a combination of elephant skin microfiber and espresso leatherette gives this set an interesting look. Choose between chocolate or tan. - -
6510,CM6598-S,622,Living,Sofa,,,"Sofa, Tan","Furniture of America Laverne Contemporary Sofa, Tan",CN,1,69.5,41,14.5,23.9,101.2,"79""W X 34""D X 35""H",Contemporary,"Elephant Skin Microfiber, Leatherette",100% Polyester,"64% PVC, 32% Polyester, 4% Other",0,Laverne,CM6598.jpg,"Tan, Espresso",Contemporary Style,Elephant Skin Microfiber & Leatherette,Leatherette Arms,Available in 2 Colors,,,,,,,A two-tone style made from a combination of elephant skin microfiber and espresso leatherette gives this set an interesting look. Choose between chocolate or tan. - -
6511,CM4044,623,Living,Ottoman,,,Tray Top Storage Ottoman,Furniture of America Elvina Contemporary Tray Top Storage Ottoman,CN,1,35.8,35.8,18.3,13.5,80.9,"35""L X 35""W X 19 1/4""H",Contemporary,,"95% Polyurethane, 5% Pigment",,0,Elvina,CM4044.jpg,Espresso,Contemporary Style,4 Flip Top Trays,Espresso Finish,Storage Ottoman,Padded Leatherette Seat,,,,,,"Great as an ottoman, even better as a cocktail table. This ottoman has convenient storage and four flip top serving trays. Padded leatherette seats are upholstered in espresso with double stitching accents. - -"
6514,CM6453DK-S,623,Living,Sectional,,,"Sectional, Chocolate","Furniture of America Lavena Contemporary Sectional, Chocolate",CN,1,81,41,14,26.9,127.6,.,Contemporary,,,,#N/A,Lavena,CM6453DK.jpg,"Chocolate, Espresso",Contemporary Style,Elephant Skin Microfiber,Leatherette Arms,Dark Brown,,,,,,,"Great for a larger living area, this two toned sectional has soft comfortable seating and is trimmed in espresso leatherette. A great looking addition to the contemporary style home. - -"
6515,CM6500,623,Living,Sofa,,,Sofa w/ Queen Size Sleeper,Furniture of America Grande Contemporary Sofa w/ Queen Size Sleeper,CN,1,82,35,30,49.8,176,"83""W X 39 3/4""D X 39 3/8""H (Seat Ht: 19"", Seat Dp: 21""), Flat: 71""W X 59""D X 4 1/2""H",Contemporary,"Elephant Skin Microfiber, Leatherette",100% Polyester,"90% Polyurethane, 10% Cotton",0,Grande,CM6500.jpg,"Chocolate, Espresso",Contemporary Style,Elephant Skin Microfiber & Leatherette,Queen Size Sleeper,Chocolate & Espresso,,,,,,,"Looks like a regular sofa, but easily converts to a handy sleeper with a queen size mattress. Upholstered in chocolate elephant skin microfiber and espresso leatherette. - -"
6516,CM4786C,625,Living,Coffee Table,,,Coffee Table,,CN,1,57,32.3,9.6,10.2,94.6,"55 1/8""L X 30 3/4""W X 19 5/8""H",Traditional,,,,0,Jericho,CM4786.jpg,Brown/Dark Oak,Traditional Style,Parquet Table Top,Cabriole Legs,Ornate Carvings,"Solid Wood, Wood Veneers & Others",Dark Oak Finish,,,,,"Adorn your living space with this gorgeous, traditional style table set. With lavish carved details, gorgeous cabriole legs and a warming dark oak fi nish, there is no doubt this sophisticated collection will take your home to the next level! - -"
6519,CM6786-CH-PK,625,Living,Chair,,"CM6786-CH-1, CM6786-CH-2",Chair,Furniture of America Jericho Traditional Chair,,2,0,0,0,46.8,155.02,"44 5/8""L X 41""W X 48 1/2""H",Traditional,Top Grain Leather Match,Fabric (100% Polyester),,0,Jericho,CM6786.jpg,Brown/Dark Oak,Traditional Style,Intricate Wood Trim,Pillows Included,Dark Oak Finish,Rolled Arms,Brown Top Grain Leather Match,Button Tufting,,,,"Regal and elegant, this sofa set delivers the majestic flair your fancy sitting room's been seeking! Relax upon the top grain leather match cushions and lean against the button tufted backrest. The intricate carved detail along the curving wood frame  provides a grand aura that radiates sophistication. Complete with rolled armrests and cabriole legs, this set provides both beauty and splendor that is surpassed only by its comfort. -"
6522,CM6786-LV-PK,625,Living,Love Seat,,"CM6786-LV-1, CM6786-LV-2",Love Seat,Furniture of America Jericho Traditional Love Seat,,2,0,0,0,74.1,203.8,"70 7/8""L X 41 3/8""W X 49 5/8""H",Traditional,Top Grain Leather Match,Fabric (100% Polyester),,0,Jericho,CM6786.jpg,Brown/Dark Oak,Traditional Style,Intricate Wood Trim,Pillows Included,Dark Oak Finish,Rolled Arms,Brown Top Grain Leather Match,Button Tufting,,,,"Regal and elegant, this sofa set delivers the majestic flair your fancy sitting room's been seeking! Relax upon the top grain leather match cushions and lean against the button tufted backrest. The intricate carved detail along the curving wood frame  provides a grand aura that radiates sophistication. Complete with rolled armrests and cabriole legs, this set provides both beauty and splendor that is surpassed only by its comfort. -"
6525,CM6786-SF-PK,625,Living,Sofa,,"CM6786-SF-1, CM6786-SF-2",Sofa,Furniture of America Jericho Traditional Sofa,,2,0,0,0,91.4,254.1,"88 5/8""L X 42 7/8""W X 50""H",Traditional,Top Grain Leather Match,Fabric (100% Polyester),,0,Jericho,CM6786.jpg,Brown/Dark Oak,Traditional Style,Intricate Wood Trim,Pillows Included,Dark Oak Finish,Rolled Arms,Brown Top Grain Leather Match,Button Tufting,,,,"Regal and elegant, this sofa set delivers the majestic flair your fancy sitting room's been seeking! Relax upon the top grain leather match cushions and lean against the button tufted backrest. The intricate carved detail along the curving wood frame  provides a grand aura that radiates sophistication. Complete with rolled armrests and cabriole legs, this set provides both beauty and splendor that is surpassed only by its comfort. -"
6528,CM6787-CH-PK,626,Living,Chair,,"CM6787-CH-1, CM6787-CH-2",Chair,Furniture of America Kamilah Traditional Chair,,2,0,0,0,39.1,124.52,"43 1/4""L X 40 1/8""W X 45 5/8""H",Traditional,Top Grain Leather Match,100% Viscose,,0,Kamilah,CM6787.jpg,Brown/Dark Oak,Traditional Style,Intricate Wood Trim,Pillows Included,Pattern Fabric,Rolled Arms,Button Tufting,Dark Oak Finish,Brown Top Grain Leather Match,,,This sofa set adds both grandeur and stylish comfort to your living room! Stretch out on the single seat fabric cushions and rest against the rolled armrests to enjoy the most majestic and comfortable seat in your home. Button tufts along the top gra in leather match backrest off er a dynamic visual element that helps draw the eye towards the intricate carved detailing along the top. -
6531,CM6787-LV-PK,626,Living,Love Seat,,"CM6787-LV-1, CM6787-LV-2",Love Seat,Furniture of America Kamilah Traditional Love Seat,,2,0,0,0,58.8,188.1,"64 1/8""L X 40 1/8""W X 46""H",Traditional,Top Grain Leather Match,100% Viscose,,0,Kamilah,CM6787.jpg,Brown/Dark Oak,Traditional Style,Intricate Wood Trim,Pillows Included,Pattern Fabric,Rolled Arms,Button Tufting,Dark Oak Finish,Brown Top Grain Leather Match,,,This sofa set adds both grandeur and stylish comfort to your living room! Stretch out on the single seat fabric cushions and rest against the rolled armrests to enjoy the most majestic and comfortable seat in your home. Button tufts along the top gra in leather match backrest off er a dynamic visual element that helps draw the eye towards the intricate carved detailing along the top. -
